quarter,y,g,newsy,taxy,debty,infl,unemp,slack,zlb,recession,wwii,ag,y_cbo,g_cbo,newsy_cbo,ypc,gpc,newsy_hbr
1889.0,1.0964650549995028,0.05594374568459741,,0.023827154362416107,,,,,0.0,0.0,0.0,,1.0708858949683806,0.054638647982594164,,0.004760601681092985,0.00024289500931961173,
1889.25,1.0700629980023397,0.04669373583825569,,0.02507650652024708,0.08385711409395973,-4.571883866832316,,,0.0,0.0,0.0,,1.0477058634866872,0.04571815016234397,,0.004681810893447664,0.0002042975427721827,
1889.5,1.058106244623942,0.053883100780566996,,0.023715051546391752,0.08348263555250515,-0.8709247088090066,,,0.0,0.0,0.0,,1.0384592873047545,0.05288259729933339,,0.004665271386057604,0.00023757471382562272,
1889.75,1.0473824057139263,0.048708926081337256,,0.024375473110959837,0.08142666666666666,2.8423424094739858,,,0.0,0.0,0.0,,1.0302569570316664,0.04791250043066448,,0.004654468232278169,0.00021645785516077564,
1890.0,1.0314764972774828,0.04589810484301035,0.0,0.026270133708655875,0.07854070796460177,-12.345459385635849,3.43,0.0,0.0,0.0,0.0,0.6378631425340485,1.0167902598270633,0.04524460428528765,0.0,0.004619343783471752,0.00020554915777461308,0.0
1890.25,1.034152160746907,0.05176443133304001,0.0010165665869940627,0.02751847493036212,0.07898641801548206,-1.5028154663262683,3.48,0.0,0.0,0.0,0.0,0.5336938605816023,1.021505144199865,0.05113138559328702,0.0010020926379315656,0.004666615867699126,0.00023358720873988063,0.0009852216748768472
1890.5,1.0372608762888753,0.057210668461525435,0.0,0.02592441156691325,0.07588440111420612,7.717161493024349,4.25,0.0,0.0,1.0,0.0,0.43896288919824256,1.0265548589114772,0.056620172449651306,0.0,0.004714352404367407,0.0002600225831152865,0.0
1890.75,1.049313792704685,0.05684769985705643,0.0,0.025122664907651717,0.07114270342972429,-1.4353707885852884,4.73,0.0,0.0,1.0,0.0,0.04805269356755217,1.0403824767213823,0.05636383623696751,0.0,0.004800180808622638,0.00026005494234933806,0.0
1891.0,1.0355503853820145,0.05371906485438803,0.0,0.023271818783068787,0.06788858839050131,-0.682562430315059,4.92,0.0,0.0,1.0,0.0,0.030282593283002264,1.0285105418364406,0.05335387372769078,0.0,0.004767490459791913,0.0002473130547942974,0.0
1891.25,1.0342303450872805,0.06086820196307654,0.0,0.020544152542372882,0.06652162698412697,1.838167240945232,4.73,0.0,0.0,1.0,0.0,0.07427335701364515,1.0288748218109427,0.06055301001966612,0.0,0.004791283602379777,0.00028198439482784413,0.0
1891.5,1.0925208555399673,0.04578928809628415,0.0,0.019724198757763975,0.06453507170795306,-7.223411403594504,4.15,0.0,0.0,0.0,0.0,0.26721538661005545,1.088532032011148,0.04562211015290652,0.0,0.005091762190965983,0.00021340385833154397,0.0
1891.75,1.089186000657246,0.052375322193932164,0.0,0.019710598027127005,0.06085224223602484,-0.5098300235724551,4.17,0.0,0.0,0.0,0.0,0.5655290036052281,1.0867760221500267,0.05225943436511331,0.0,0.00510472061360276,0.00024546898939769527,0.0
1892.0,1.0693178409795852,0.054055554410814236,0.0,0.02104826633165829,0.059995098643649825,-4.562541694244793,4.15,0.0,0.0,0.0,0.0,0.3842409043203512,1.068396756317298,0.05400899225672765,0.0,0.005039226646248086,0.00025474015276426016,0.0
1892.25,1.0363339525257265,0.05800358458727439,0.0,0.02101859649122807,0.06081774497487437,-5.317650945665342,4.2,0.0,0.0,0.0,0.0,0.3141092081103611,1.0367547745133374,0.05802713798306451,0.0,0.0049102143988305515,0.00027482457322766364,0.0
1892.5,1.0186984158065855,0.05105834997934775,0.0,0.022104263862332697,0.0625775763482781,10.119664909043813,4.33,0.0,0.0,0.0,0.0,0.8985654653027387,1.0203175205582207,0.0511395013935244,0.0,0.004851916360480587,0.00024318369378025637,0.0
1892.75,1.023704958283701,0.0514583054781957,0.0,0.02198332512315271,0.061134544295729766,7.468107467320095,4.56,0.0,0.0,0.0,0.0,0.9981555344142049,1.0264628057063074,0.05159693346273987,0.0,0.004900058190763955,0.00024630992475020144,0.0
1893.0,1.030765176708353,0.05519085256015635,0.0,0.021343156028368792,0.05899907635467981,9.480527031088215,5.55,0.0,0.0,1.0,0.0,0.9995870629490614,1.0345993975028878,0.05539615044888598,0.0,0.004957994234420605,0.00026546873620608935,0.0
1893.25,1.0170608728470734,0.054719033145269415,0.0,0.02105544117647059,0.05682218676122931,-13.471646287000993,6.4,0.0,0.0,1.0,0.0,0.9992722805651315,1.0218116093530991,0.05497462817923229,0.0,0.004915587563229355,0.0002644642085658769,0.0
1893.5,0.9220018534213048,0.052740402038152584,0.0,0.01960960195530726,0.05947254901960784,-17.168191848849723,7.11,1.0,0.0,1.0,0.0,0.9992203453915386,0.9271176134527402,0.053033034032098615,0.0,0.004477797011392217,0.00025613919728006333,0.0
1893.75,0.8748466475935317,0.051705625181824956,0.0,0.02025333093006489,0.0687139874301676,4.135116661631777,8.02,1.0,0.0,1.0,0.0,0.9979314124358862,0.8804058785762573,0.052034189638558805,0.0,0.0042702133922001475,0.00025238029283286995,0.0
1894.0,0.8598786086732307,0.05307123437805524,0.0,0.020212095451155855,0.07209567411679886,-10.59518033920277,9.05,1.0,0.0,1.0,0.0,0.9908408407273237,0.8659772218111348,0.053447637423738856,0.0,0.004217969550578246,0.0002603307587377215,0.0
1894.25,0.8473061569840681,0.05523831546927559,0.0,0.02167624430955994,0.07583131991051455,-5.174418795908231,9.79,1.0,0.0,1.0,0.0,0.9566191564628522,0.8538836440069906,0.05566712068941055,0.0,0.004176569098587447,0.0002722825032550063,0.0
1894.5,0.8718071561819423,0.05442946289779812,0.0,0.025418910394265234,0.07838626707132018,7.222852774335742,9.15,1.0,0.0,0.0,0.0,0.12144710287794457,0.8791033322145533,0.05488498444272557,0.0,0.0043193865680025085,0.000269671898512468,0.0
1894.75,0.909696095804582,0.053693287344048914,0.0,0.01678634535367545,0.07531168458781362,-7.548541724565716,9.13,1.0,0.0,0.0,0.0,0.003447596413495103,0.9178042286920413,0.054171856297964276,0.0,0.004532853882023115,0.0002675441030235417,0.0
1895.0,0.9322514122892319,0.05562924038449999,0.0,0.02040422252937111,0.0742868932038835,-12.36837102434123,8.8,1.0,0.0,0.0,0.0,0.0008691533443658555,0.9410112522173282,0.05615195693356178,0.0,0.004671386012045381,0.00027875061594676313,0.0
1895.25,0.9520098560165039,0.05413906313241443,0.0,0.019005773462783173,0.07580601243953006,13.945579221856974,8.51,1.0,0.0,0.0,0.0,0.0040495280698760495,0.9613610917367204,0.054670850842198505,0.0,0.004796852278552055,0.0002727882350210601,0.0
1895.5,0.985209488182808,0.05397370817018422,0.0,0.01950194271481943,0.07311378640776699,-1.995593660157624,8.34,1.0,0.0,0.0,0.0,0.03397225589263424,0.9952512568739847,0.05452383634023439,0.0,0.004991594538074405,0.000273459472460869,0.0
